id,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,work_accident,left,promotion_last_5years,department,salary,,
c1517,0.4,0.5,2,127,3,0,1,0,IT,low,,
c1518,0.45,0.5,2,145,3,0,1,0,product_management,medium,,
c1519,0.89,0.98,5,274,5,0,1,0,product_management,medium,,
c1520,0.4,0.55,2,131,3,0,1,0,product_management,medium,,
c1521,0.38,0.53,2,136,3,0,1,0,product_management,medium,,
c1522,0.38,0.47,2,140,3,1,1,0,IT,low,,
c1523,0.1,0.82,7,265,4,0,1,0,RandD,low,,
c1524,0.42,0.48,2,148,3,1,1,0,RandD,low,,
c1525,0.74,0.86,5,262,5,0,1,0,RandD,low,,
c1526,0.1,0.8,6,261,4,0,1,0,RandD,low,,
c1527,0.82,0.9,5,248,5,0,1,0,RandD,low,,
c1528,0.38,0.55,2,131,3,0,1,0,marketing,low,,
c1529,0.41,0.56,2,160,3,0,1,0,sales,low,,
c1530,0.4,0.47,2,152,3,0,1,0,accounting,low,,
c1531,0.83,0.98,4,249,5,0,1,0,support,low,,
c1532,0.36,0.57,2,144,3,0,1,0,technical,low,,
c1533,0.75,0.98,4,245,5,0,1,0,management,low,,
c1534,0.44,0.53,2,146,3,0,1,0,marketing,low,,
c1535,0.1,0.94,6,297,5,0,1,0,marketing,low,,
c1536,0.39,0.52,2,148,3,1,1,0,marketing,low,,
c1537,0.09,0.84,7,260,4,0,1,0,sales,low,,
c1538,0.4,0.57,2,152,3,0,1,0,sales,low,,
c1539,0.41,0.54,2,135,3,0,1,0,sales,low,,
c1540,0.83,0.92,4,235,5,0,1,0,sales,low,,
c1541,0.42,0.47,2,145,3,0,1,0,sales,low,,
c1542,0.61,0.46,5,220,4,0,1,0,sales,low,,
c1543,0.44,0.52,2,128,3,0,1,0,sales,medium,,
c1544,0.77,0.81,5,237,5,0,1,0,sales,medium,,
c1545,0.81,0.95,4,275,5,0,1,0,sales,medium,,
c1546,0.1,0.78,6,310,4,0,1,0,sales,medium,,
c1547,0.73,0.84,5,251,6,0,1,0,sales,medium,,
c1548,0.09,0.83,6,250,4,0,1,0,sales,medium,,
c1549,0.9,0.99,4,259,6,0,1,0,sales,medium,,
c1550,0.88,1,4,259,5,0,1,0,sales,medium,,
c1551,0.09,0.87,7,305,4,0,1,0,sales,medium,,
c1552,0.4,0.56,2,130,3,1,1,0,sales,medium,,
c1553,0.17,0.55,6,250,5,0,1,0,sales,medium,,
c1554,0.82,0.82,5,220,6,0,1,0,sales,medium,,
c1555,0.9,0.83,4,266,5,0,1,0,sales,high,,
c1556,0.83,0.92,4,255,5,0,1,0,accounting,low,,
c1557,0.44,0.5,2,154,3,0,1,0,accounting,medium,,
c1558,0.5,0.85,4,138,3,0,1,0,accounting,medium,,
c1559,0.14,0.61,6,291,5,0,1,0,hr,medium,,
c1560,0.77,0.82,4,217,5,0,1,0,hr,medium,,
c1561,0.09,0.83,6,286,4,0,1,0,hr,low,,
c1562,0.11,0.88,6,290,4,0,1,0,hr,low,,
c1563,0.44,0.57,2,148,3,0,1,0,technical,low,,
c1564,0.43,0.52,2,146,3,0,1,0,technical,low,,
c1565,0.12,0.8,5,136,2,0,1,0,technical,low,,
c1566,0.1,0.86,7,261,5,0,1,0,technical,low,,
c1567,0.1,0.96,6,274,4,0,1,0,technical,low,,
c1568,0.4,0.48,2,132,3,0,1,0,technical,low,,
c1569,0.41,0.47,2,145,3,0,1,0,technical,low,,
c1570,0.37,0.48,2,153,3,0,1,0,technical,low,,
c1571,0.4,0.48,2,139,3,0,1,0,technical,low,,
c1572,0.74,0.96,4,231,5,0,1,0,technical,low,,
c1573,0.39,0.48,2,154,3,0,1,0,technical,low,,
c1574,0.11,0.9,5,307,4,0,1,0,support,low,,
c1575,0.36,0.51,2,129,3,0,1,0,support,low,,
c1576,0.8,0.83,5,275,5,0,1,0,support,low,,
c1577,0.6,0.85,3,250,2,0,1,0,support,low,,
c1578,0.36,0.54,2,158,3,0,1,0,support,low,,
c1579,0.1,0.96,6,310,5,0,1,0,support,low,,
c1580,0.65,0.86,2,181,2,0,1,0,support,low,,
c1581,0.49,0.73,4,244,3,0,1,0,support,low,,
c1582,0.73,0.96,5,256,6,1,1,0,support,medium,,
c1583,0.11,0.8,6,259,5,0,1,0,support,medium,,
c1584,0.73,0.91,4,247,5,0,1,0,support,medium,,
c1585,0.43,0.46,2,129,3,0,1,0,technical,medium,,
c1586,0.73,0.93,5,229,5,0,1,0,technical,medium,,
c1587,0.76,0.85,5,236,6,0,1,0,technical,medium,,
c1588,0.09,0.96,6,281,4,0,1,0,management,medium,,
c1589,0.9,0.81,5,264,5,0,1,0,IT,medium,,
c1590,0.1,0.81,6,308,4,0,1,0,IT,medium,,
c1591,0.43,0.48,2,147,3,0,1,0,IT,medium,,
c1592,0.41,0.55,2,159,3,0,1,0,IT,medium,,
c1593,0.41,0.57,2,154,3,0,1,0,IT,medium,,
c1594,0.1,0.87,6,307,4,0,1,0,product_management,high,,
c1595,0.4,0.46,2,132,3,0,1,0,product_management,low,,
c1596,0.4,0.53,2,152,3,0,1,0,product_management,medium,,
c1597,0.36,0.48,5,310,3,0,1,0,product_management,medium,,
c1598,0.83,0.95,5,230,5,0,1,0,IT,medium,,
c1599,0.83,0.94,5,273,5,0,1,0,RandD,medium,,
c1600,0.41,0.51,2,144,3,0,1,0,RandD,low,,
c1601,0.11,0.93,7,296,4,0,1,0,RandD,low,,
c1602,0.68,0.62,5,198,5,1,1,0,RandD,low,,
c1603,0.43,0.53,2,157,3,0,1,0,RandD,low,,
c1604,0.44,0.51,2,145,3,0,1,0,marketing,low,,
c1605,0.87,0.94,5,219,5,0,1,0,marketing,low,,
c1606,0.43,0.54,2,153,3,0,1,0,sales,low,,
c1607,0.89,0.48,3,178,5,0,1,0,accounting,low,,
c1608,0.83,0.88,5,239,5,0,1,0,support,low,,
c1609,0.11,0.87,6,278,5,0,1,0,technical,low,,
c1610,0.85,1,6,260,3,1,1,0,management,low,,
c1611,0.89,0.97,4,264,5,0,1,0,marketing,low,,
c1612,0.09,0.92,7,301,4,0,1,0,marketing,low,,
c1613,0.43,0.55,4,134,3,0,1,0,marketing,low,,
c1614,0.42,0.46,2,147,3,0,1,0,sales,low,,
c1615,0.43,0.54,2,130,3,0,1,0,sales,low,,
c1616,0.1,0.93,6,307,4,0,1,0,sales,low,,
c1617,0.37,0.46,2,156,3,0,1,0,sales,low,,
c1618,0.76,0.98,4,237,5,0,1,0,sales,low,,
c1619,0.88,0.89,4,254,5,0,1,0,sales,low,,
c1620,0.39,0.48,2,151,3,0,1,0,sales,low,,
c1621,0.45,0.54,2,131,3,0,1,0,sales,medium,,
c1622,0.91,0.95,5,241,5,0,1,0,sales,medium,,
c1623,0.86,0.85,5,267,5,0,1,0,sales,medium,,
c1624,0.39,0.53,2,153,3,0,1,0,sales,medium,,
c1625,0.89,1,4,217,5,0,1,0,sales,medium,,
c1626,0.11,0.86,6,254,4,0,1,0,sales,medium,,
c1627,0.1,0.87,6,265,5,0,1,0,sales,medium,,
c1628,0.38,0.57,2,146,3,0,1,0,sales,medium,,
c1629,0.4,0.54,2,156,3,0,1,0,sales,medium,,
c1630,0.86,0.97,5,269,5,0,1,0,sales,medium,,
c1631,0.1,0.86,6,288,4,0,1,0,sales,medium,,
c1632,0.1,0.85,6,283,4,0,1,0,sales,medium,,
c1633,0.42,0.5,2,128,3,0,1,0,accounting,high,,
c1634,0.36,0.46,2,130,3,0,1,0,accounting,low,,
c1635,0.39,0.48,2,127,3,0,1,0,accounting,medium,,
c1636,0.43,0.47,2,137,3,0,1,0,hr,medium,,
c1637,0.36,0.49,2,133,3,0,1,0,hr,medium,,
c1638,0.09,0.91,6,275,4,0,1,0,hr,medium,,
c1639,0.42,0.55,2,146,3,0,1,0,hr,low,,
c1640,0.42,0.46,2,135,3,0,1,0,technical,low,,
c1641,0.91,0.89,5,217,5,0,1,0,technical,low,,
c1642,0.41,0.56,2,154,3,0,1,0,technical,low,,
c1643,0.11,0.78,6,247,4,0,1,0,technical,low,,
c1644,0.09,0.83,6,295,5,0,1,0,technical,low,,
c1645,0.83,1,5,224,5,0,1,0,technical,low,,
c1646,0.11,0.78,6,281,4,0,1,0,technical,low,,
c1647,0.1,0.93,7,258,4,0,1,0,technical,low,,
c1648,0.42,0.55,2,150,3,0,1,0,technical,low,,
c1649,0.1,0.97,7,282,4,0,1,0,technical,low,,
c1650,0.38,0.51,2,138,3,0,1,0,technical,low,,
c1651,0.77,0.98,4,238,6,0,1,0,support,low,,
c1652,0.11,0.85,7,244,4,0,1,0,support,low,,
c1653,0.87,0.97,5,250,6,0,1,0,support,low,,
c1654,0.1,0.88,7,282,4,0,1,0,support,low,,
c1655,0.1,0.89,7,253,4,0,1,0,support,low,,
c1656,0.09,0.9,6,256,4,0,1,0,support,low,,
c1657,0.84,0.85,5,260,5,0,1,0,support,low,,
c1658,0.11,0.86,6,245,4,0,1,0,support,low,,
c1659,0.81,0.97,5,230,5,0,1,0,support,low,,
c1660,0.77,0.85,5,276,5,0,1,0,support,medium,,
c1661,0.42,0.47,2,137,3,0,1,0,support,medium,,
c1662,0.36,0.56,2,140,3,0,1,0,technical,medium,,
c1663,0.81,0.83,5,269,6,0,1,0,technical,medium,,
c1664,0.37,0.46,2,130,3,1,1,0,technical,medium,,
c1665,0.1,0.96,6,264,4,0,1,0,management,medium,,
c1666,0.14,0.55,6,175,5,0,1,0,IT,medium,,
c1667,0.41,0.51,2,159,3,0,1,0,IT,medium,,
c1668,0.44,0.55,2,128,3,0,1,1,IT,medium,,
c1669,0.82,0.94,5,232,5,1,1,0,IT,medium,,
c1670,0.67,0.54,3,166,5,0,1,0,IT,medium,,
c1671,0.44,0.57,2,141,3,0,1,0,product_management,medium,,
c1672,0.42,0.54,2,143,3,0,1,0,product_management,high,,
c1673,0.84,0.83,4,239,5,0,1,0,product_management,low,,
c1674,0.86,1,4,232,5,0,1,0,product_management,medium,,
c1675,0.56,0.86,5,252,2,0,1,0,IT,medium,,
c1676,0.09,0.93,6,255,4,0,1,0,RandD,medium,,
c1677,0.1,0.81,7,270,4,0,1,0,RandD,medium,,
c1678,0.39,0.54,2,149,3,0,1,0,RandD,low,,
c1679,0.75,0.89,5,276,5,0,1,0,RandD,low,,
c1680,0.43,0.55,2,159,3,0,1,0,RandD,low,,
c1681,0.09,0.96,7,274,5,0,1,0,marketing,low,,
c1682,0.83,0.94,4,264,5,0,1,0,sales,low,,
c1683,0.59,1,3,156,4,0,1,0,accounting,low,,
c1684,0.44,0.54,2,135,3,0,1,0,support,low,,
c1685,0.38,0.49,2,128,3,0,1,0,technical,low,,
c1686,0.76,0.98,5,242,5,0,1,0,management,low,,
c1687,0.22,0.86,4,293,3,0,1,0,marketing,low,,
c1688,0.4,0.46,2,141,3,0,1,0,marketing,low,,
c1689,0.41,0.48,2,155,3,0,1,0,marketing,low,,
c1690,0.38,0.51,2,141,3,0,1,0,sales,low,,
c1691,0.45,0.68,4,212,4,1,1,0,sales,low,,
c1692,0.39,0.56,2,160,3,0,1,0,sales,low,,
c1693,0.45,0.47,2,150,3,0,1,0,sales,low,,
c1694,0.42,0.53,2,132,3,1,1,0,sales,low,,
c1695,0.1,0.87,6,248,4,0,1,0,sales,low,,
c1696,0.78,0.96,5,272,5,0,1,0,sales,low,,
c1697,0.39,0.56,2,160,3,0,1,0,sales,low,,
c1698,0.1,0.87,7,299,4,0,1,0,sales,low,,
c1699,0.1,0.8,6,292,4,0,1,0,sales,medium,,
c1700,0.43,0.46,2,126,3,0,1,0,sales,medium,,
c1701,0.38,0.45,2,132,3,0,1,0,sales,medium,,
c1702,0.09,0.77,6,282,5,0,1,0,sales,medium,,
c1703,0.39,0.53,2,141,3,0,1,0,sales,medium,,
c1704,0.73,0.99,6,206,5,0,1,0,sales,medium,,
c1705,0.38,0.49,2,140,3,0,1,0,sales,medium,,
c1706,0.1,0.91,6,255,4,0,1,0,sales,medium,,
c1707,0.41,0.54,2,133,3,0,1,0,sales,medium,,
c1708,0.43,0.51,2,131,3,0,1,0,sales,medium,,
c1709,0.79,0.96,4,257,5,0,1,0,accounting,medium,,
c1710,0.1,0.81,6,269,4,0,1,0,accounting,medium,,
c1711,0.11,0.97,6,254,4,0,1,0,accounting,high,,
c1712,0.42,0.5,2,143,3,0,1,0,hr,low,,
c1713,0.36,0.51,2,157,3,0,1,0,hr,medium,,
c1714,0.63,0.93,5,163,3,0,1,0,hr,medium,,
c1715,0.41,0.56,2,133,3,0,1,0,hr,medium,,
c1716,0.36,0.46,2,157,3,0,1,0,technical,medium,,
c1717,0.1,0.9,6,301,5,0,1,0,technical,low,,
c1718,0.11,0.96,6,310,4,0,1,0,technical,low,,
c1719,0.44,0.54,2,133,3,0,1,0,technical,low,,
c1720,0.77,0.96,5,249,6,0,1,0,technical,low,,
c1721,0.91,1,4,251,6,0,1,0,technical,low,,
c1722,0.26,0.46,2,242,3,0,1,0,technical,low,,
c1723,0.81,0.93,5,265,6,0,1,0,technical,low,,
c1724,0.11,0.87,6,280,4,0,1,0,technical,low,,
c1725,0.92,0.89,4,241,5,0,1,0,technical,low,,
c1726,0.1,0.86,5,253,4,0,1,0,technical,low,,
c1727,0.45,0.51,2,137,3,0,1,0,support,low,,
c1728,0.11,0.94,6,266,4,0,1,0,support,low,,
c1729,0.23,0.7,5,168,4,0,1,0,support,low,,
c1730,0.86,0.95,4,270,5,0,1,0,support,low,,
c1731,0.44,0.55,2,141,3,0,1,0,support,low,,
c1732,0.41,0.56,2,133,3,0,1,0,support,low,,
c1733,0.84,0.97,5,256,5,0,1,0,support,low,,
c1734,0.42,0.52,2,160,3,0,1,0,support,low,,
c1735,0.11,0.88,7,275,4,0,1,0,support,low,,
c1736,0.38,0.46,2,160,3,0,1,0,support,low,,
c1737,0.11,0.96,7,244,4,0,1,0,support,low,,
c1738,0.1,0.83,6,271,4,0,1,0,technical,medium,,
c1739,0.86,0.88,5,268,5,0,1,0,technical,medium,,
c1740,0.91,1,4,253,5,1,1,0,technical,medium,,
c1741,0.37,0.53,2,140,3,0,1,0,management,medium,,
c1742,0.46,0.5,2,146,3,0,1,0,IT,medium,,
c1743,0.1,0.89,6,259,5,0,1,0,IT,medium,,
c1744,0.37,0.46,2,127,3,0,1,0,IT,medium,,
c1745,0.4,0.48,2,161,3,0,1,0,IT,medium,,
c1746,0.09,0.78,6,260,4,0,1,0,IT,medium,,
c1747,0.11,0.89,6,272,4,0,1,0,product_management,medium,,
c1748,0.39,0.48,2,159,3,0,1,0,product_management,medium,,
c1749,0.89,0.96,4,219,6,0,1,0,product_management,medium,,
c1750,0.09,0.91,6,243,4,0,1,0,product_management,high,,
c1751,0.88,0.97,4,255,5,1,1,0,IT,low,,
c1752,0.11,0.9,7,245,4,0,1,0,RandD,medium,,
c1753,0.1,0.95,6,264,5,0,1,0,RandD,medium,,
c1754,0.91,1,4,245,6,0,1,0,RandD,medium,,
c1755,0.44,0.52,2,137,3,0,1,0,RandD,medium,,
c1756,0.63,0.76,2,157,4,0,1,0,RandD,low,,
c1757,0.1,0.87,7,247,4,0,1,0,marketing,low,,
c1758,0.36,0.51,2,144,3,0,1,0,sales,low,,
c1759,0.45,0.51,2,149,3,0,1,0,accounting,low,,
c1760,0.73,1,5,253,6,0,1,0,support,low,,
c1761,0.37,0.55,2,140,3,0,1,0,technical,low,,
c1762,0.09,0.85,7,307,4,0,1,0,management,low,,
c1763,0.41,0.71,3,205,4,0,1,0,marketing,low,,
c1764,0.72,1,5,234,5,0,1,0,marketing,low,,
c1765,0.36,0.54,2,127,3,0,1,0,marketing,low,,
c1766,0.9,1,4,229,5,0,1,0,sales,low,,
c1767,0.44,0.56,2,141,3,0,1,0,sales,low,,
c1768,0.78,0.95,4,260,5,0,1,0,sales,low,,
c1769,0.37,0.52,2,141,3,0,1,0,sales,low,,
c1770,0.4,0.47,2,144,3,1,1,0,sales,low,,
c1771,0.84,1,5,250,5,0,1,0,sales,low,,
c1772,0.09,0.86,6,245,4,0,1,0,sales,low,,
c1773,0.83,0.93,4,269,5,0,1,0,sales,low,,
c1774,0.11,0.87,6,273,4,0,1,0,sales,low,,
c1775,0.37,0.5,2,142,3,0,1,0,sales,low,,
c1776,0.09,0.93,6,273,5,0,1,0,sales,low,,
c1777,0.43,0.47,2,248,2,0,1,0,sales,medium,,
c1778,0.39,0.56,2,147,3,0,1,0,sales,medium,,
c1779,0.85,0.9,2,168,2,0,1,0,sales,medium,,
c1780,0.38,0.52,2,128,3,0,1,0,sales,medium,,
c1781,0.76,0.84,5,227,5,1,1,0,sales,medium,,
c1782,0.44,0.51,2,135,3,0,1,0,sales,medium,,
c1783,0.73,1,4,268,5,0,1,0,sales,medium,,
c1784,0.43,0.53,2,136,3,0,1,0,sales,medium,,
c1785,0.43,0.51,2,149,3,1,1,0,accounting,medium,,
c1786,0.09,0.96,7,264,4,0,1,0,accounting,medium,,
c1787,0.43,0.53,2,143,3,0,1,0,accounting,medium,,
c1788,0.45,0.57,2,138,3,0,1,0,hr,medium,,
c1789,0.42,0.48,2,146,3,0,1,0,hr,high,,
c1790,0.41,0.46,2,150,3,1,1,0,hr,low,,
c1791,0.44,0.55,2,156,3,0,1,0,hr,medium,,
c1792,0.09,0.92,7,245,4,0,1,0,technical,medium,,
c1793,0.41,0.51,2,156,3,0,1,0,technical,medium,,
c1794,0.43,0.51,2,143,3,0,1,0,technical,medium,,
c1795,0.38,0.51,2,159,3,0,1,0,technical,low,,
c1796,0.85,0.96,4,217,5,0,1,0,technical,low,,
c1797,0.88,0.91,4,234,6,0,1,0,technical,low,,
c1798,0.44,0.46,2,138,3,0,1,0,technical,low,,
c1799,0.11,0.92,7,265,4,0,1,0,technical,low,,
c1800,0.38,0.5,2,145,3,0,1,0,technical,low,,
c1801,0.09,0.78,6,263,4,0,1,0,technical,low,,
c1802,0.11,0.79,6,264,4,0,1,0,technical,low,,
c1803,0.11,0.88,6,253,4,0,1,0,support,low,,
c1804,0.44,0.48,2,155,3,0,1,0,support,low,,
c1805,0.38,0.51,2,137,3,0,1,0,support,low,,
c1806,0.1,0.87,6,254,5,0,1,0,support,low,,
c1807,0.45,0.57,2,143,3,0,1,0,support,low,,
c1808,0.11,0.94,7,280,5,0,1,0,support,low,,
c1809,0.36,0.48,2,136,3,0,1,0,support,low,,
c1810,0.72,0.95,5,271,5,0,1,0,support,low,,
c1811,0.43,0.48,2,157,3,0,1,0,support,low,,
c1812,0.45,0.5,2,150,3,0,1,0,support,low,,
c1813,0.4,0.53,2,127,3,0,1,0,support,low,,
c1814,0.1,0.81,6,271,4,0,1,0,technical,low,,
c1815,0.83,0.93,5,257,5,0,1,0,technical,low,,
c1816,0.11,0.8,7,305,4,0,1,0,technical,medium,,
c1817,0.43,0.5,2,152,3,0,1,0,management,medium,,
c1818,0.38,0.5,2,144,3,0,1,0,IT,medium,,
c1819,0.83,1,5,269,5,0,1,0,IT,medium,,
c1820,0.11,0.82,7,285,4,0,1,0,IT,medium,,
c1821,0.43,0.52,2,136,3,0,1,0,IT,medium,,
c1822,0.11,0.88,6,294,4,0,1,0,IT,medium,,
c1823,0.43,0.46,2,157,3,0,1,0,product_management,medium,,
c1824,0.1,0.89,6,280,4,0,1,0,product_management,medium,,
c1825,0.44,0.51,2,152,3,0,1,0,product_management,medium,,
c1826,0.82,0.91,5,276,6,0,1,0,product_management,medium,,
c1827,0.1,0.86,6,247,4,0,1,0,IT,medium,,
c1828,0.1,0.95,5,286,4,0,1,0,RandD,high,,
c1829,0.3,0.89,5,257,5,0,1,0,RandD,low,,
c1830,0.1,0.93,6,258,4,0,1,0,RandD,medium,,
c1831,0.39,0.5,2,151,3,0,1,0,RandD,medium,,
c1832,0.14,0.47,4,175,2,0,1,0,RandD,medium,,
c1833,0.82,0.92,4,252,5,0,1,0,marketing,medium,,
c1834,0.1,0.85,6,266,4,0,1,0,sales,low,,
c1835,0.09,0.9,6,295,4,0,1,0,accounting,low,,
c1836,0.54,0.83,6,165,6,0,1,0,support,low,,
c1837,0.61,0.58,2,264,4,0,1,0,technical,low,,
c1838,0.1,0.79,6,275,4,0,1,0,management,low,,
c1839,0.1,0.9,6,299,4,0,1,0,marketing,low,,
c1840,0.36,0.49,2,147,3,0,1,0,marketing,low,,
c1841,0.1,0.97,7,306,4,0,1,0,marketing,low,,
c1842,0.84,1,5,242,5,0,1,0,sales,low,,
c1843,0.38,0.51,2,159,3,0,1,0,sales,low,,
c1844,0.41,0.49,2,147,3,0,1,0,sales,low,,
c1845,0.37,0.51,2,154,3,1,1,0,sales,low,,
c1846,0.43,0.56,2,129,3,0,1,0,sales,low,,
c1847,0.46,0.53,2,161,3,0,1,0,sales,low,,
c1848,0.09,0.84,6,269,4,0,1,0,sales,low,,
c1849,0.78,0.86,5,274,5,0,1,0,sales,low,,
c1850,0.45,0.53,2,159,3,0,1,0,sales,low,,
c1851,0.42,0.47,2,135,3,0,1,0,sales,low,,
c1852,0.46,0.53,2,147,3,0,1,0,sales,low,,
c1853,0.39,0.49,2,142,3,0,1,0,sales,low,,
c1854,0.36,0.51,2,130,3,0,1,0,sales,low,,
c1855,0.43,0.53,2,147,3,0,1,0,sales,medium,,
c1856,0.85,0.87,5,246,5,1,1,0,sales,medium,,
c1857,0.11,0.92,6,281,4,0,1,0,sales,medium,,
c1858,0.11,0.9,6,253,4,0,1,0,sales,medium,,
c1859,0.38,0.47,2,128,3,0,1,0,sales,medium,,
c1860,0.43,0.57,2,129,3,0,1,0,sales,medium,,
c1861,0.75,1,5,223,6,0,1,0,accounting,medium,,
c1862,0.11,0.92,6,269,4,0,1,0,accounting,medium,,
c1863,0.1,0.9,7,269,4,0,1,0,accounting,medium,,
c1864,0.1,0.81,7,244,5,0,1,0,hr,medium,,
c1865,0.37,0.5,2,154,3,0,1,0,hr,medium,,
c1866,0.11,0.93,5,140,5,0,1,0,hr,medium,,
c1867,0.45,0.46,2,159,3,0,1,0,hr,high,,
c1868,0.44,0.48,2,158,3,0,1,0,technical,low,,
c1869,0.44,0.56,2,133,3,0,1,0,technical,medium,,
c1870,0.11,0.77,6,247,4,0,1,0,technical,medium,,
c1871,0.79,0.93,5,268,5,0,1,0,technical,medium,,
c1872,0.8,0.9,5,267,5,0,1,0,technical,medium,,
c1873,0.1,0.87,7,251,5,0,1,0,technical,low,,
c1874,0.09,0.93,6,279,4,0,1,0,technical,low,,
c1875,0.7,0.84,6,161,4,0,1,0,technical,low,,
c1876,0.72,0.84,4,256,5,0,1,0,technical,low,,
c1877,0.11,0.8,6,304,4,0,1,0,technical,low,,
c1878,0.39,0.51,2,137,3,0,1,0,technical,low,,
c1879,0.4,0.49,2,144,3,0,1,0,support,low,,
c1880,0.43,0.54,2,142,3,0,1,0,support,low,,
c1881,0.76,0.87,5,262,5,0,1,0,support,low,,
c1882,0.4,0.48,2,142,3,0,1,0,support,low,,
c1883,0.09,0.89,6,282,4,0,1,0,support,low,,
c1884,0.37,0.54,2,157,3,0,1,0,support,low,,
c1885,0.87,0.91,5,228,5,0,1,0,support,low,,
c1886,0.1,0.86,6,283,4,0,1,0,support,low,,
c1887,0.11,0.86,6,286,4,0,1,0,support,low,,
c1888,0.43,0.5,2,148,3,0,1,0,support,low,,
c1889,0.1,0.81,6,245,4,0,1,0,support,low,,
c1890,0.11,0.95,6,279,4,0,1,0,technical,low,,
c1891,0.85,0.87,5,245,5,0,1,0,technical,low,,
c1892,0.37,0.49,2,138,3,0,1,0,technical,low,,
c1893,0.44,0.52,2,141,3,0,1,0,management,low,,
c1894,0.1,0.83,7,302,5,0,1,0,IT,medium,,
c1895,0.11,0.89,6,268,4,0,1,0,IT,medium,,
c1896,0.87,0.88,5,240,5,0,1,0,IT,medium,,
c1897,0.39,0.49,2,127,3,0,1,0,IT,medium,,
c1898,0.1,0.94,7,264,4,0,1,0,IT,medium,,
c1899,0.44,0.53,2,155,3,0,1,0,product_management,medium,,
c1900,0.4,0.49,2,143,3,0,1,0,product_management,medium,,
c1901,0.76,0.98,5,217,6,0,1,0,product_management,medium,,
c1902,0.46,0.55,2,147,3,0,1,0,product_management,medium,,
c1903,0.9,0.92,4,271,5,0,1,0,IT,medium,,
c1904,0.85,0.87,4,273,5,0,1,0,RandD,medium,,
c1905,0.1,0.78,5,285,4,1,1,0,RandD,medium,,
c1906,0.43,0.49,2,131,3,0,1,0,RandD,high,,
c1907,0.2,0.5,5,135,6,0,1,0,RandD,low,,
c1908,0.81,0.92,5,239,5,0,1,0,RandD,medium,,
c1909,0.83,0.85,5,237,5,0,1,0,marketing,medium,,
c1910,0.14,0.75,4,277,5,1,1,0,sales,medium,,
c1911,0.1,0.84,5,303,5,0,1,0,accounting,medium,,
c1912,0.91,0.98,4,242,6,0,1,0,support,low,,
c1913,0.37,0.57,2,158,3,0,1,0,technical,low,,
c1914,0.42,0.57,2,147,3,1,1,0,management,low,,
c1915,0.39,0.68,2,282,5,0,1,0,marketing,low,,
c1916,0.39,0.54,2,154,3,0,1,0,marketing,low,,
c1917,0.44,0.52,2,149,3,0,1,0,marketing,low,,
c1918,0.37,0.45,2,149,3,0,1,0,sales,low,,
c1919,0.39,0.53,2,146,3,0,1,0,sales,low,,
c1920,0.72,0.94,4,258,5,0,1,0,sales,low,,
c1921,0.37,0.49,2,148,3,0,1,0,sales,low,,
c1922,0.82,0.94,5,236,5,0,1,0,sales,low,,
c1923,0.42,0.52,2,134,3,0,1,0,sales,low,,
c1924,0.59,1,2,155,5,0,1,0,sales,low,,
c1925,0.82,0.86,5,257,5,0,1,0,sales,low,,
c1926,0.73,0.97,6,189,2,0,1,0,sales,low,,
c1927,0.78,0.66,3,164,3,0,1,0,sales,low,,
c1928,0.09,0.95,6,271,4,0,1,0,sales,low,,
c1929,0.1,0.97,6,280,4,0,1,0,sales,low,,
c1930,0.45,0.46,2,149,3,0,1,0,sales,low,,
c1931,0.83,0.81,5,219,5,0,1,0,sales,low,,
c1932,0.43,0.51,2,128,3,0,1,0,sales,low,,
c1933,0.4,0.47,2,128,3,0,1,0,sales,medium,,
c1934,0.43,0.46,2,157,3,0,1,0,sales,medium,,
c1935,0.78,0.93,4,225,5,0,1,0,sales,medium,,
c1936,0.39,0.45,2,140,3,0,1,0,sales,medium,,
c1937,0.11,0.97,6,310,4,0,1,0,accounting,medium,,
c1938,0.36,0.52,2,143,3,0,1,0,accounting,medium,,
c1939,0.36,0.54,2,153,3,0,1,0,accounting,medium,,
c1940,0.1,0.79,7,310,4,0,1,0,hr,medium,,
c1941,0.4,0.47,2,136,3,0,1,0,hr,medium,,
c1942,0.81,0.85,4,251,6,0,1,0,hr,medium,,
c1943,0.4,0.47,2,144,3,0,1,0,hr,medium,,
c1944,0.09,0.93,6,296,4,0,1,0,technical,medium,,
c1945,0.76,0.89,5,238,5,0,1,0,technical,high,,
c1946,0.73,0.93,5,162,4,0,1,0,technical,low,,
c1947,0.38,0.49,2,137,3,0,1,0,technical,medium,,
c1948,0.72,0.84,5,257,5,0,1,0,technical,medium,,
c1949,0.4,0.56,2,148,3,0,1,0,technical,medium,,
c1950,0.91,0.99,5,254,5,0,1,0,technical,medium,,
c1951,0.85,0.85,4,247,6,0,1,0,technical,low,,
c1952,0.9,0.7,5,206,4,0,1,0,technical,low,,
c1953,0.46,0.55,2,145,3,0,1,0,technical,low,,
c1954,0.43,0.57,2,159,3,1,1,0,technical,low,,
c1955,0.89,0.88,5,228,5,1,1,0,support,low,,
c1956,0.09,0.81,6,257,4,0,1,0,support,low,,
c1957,0.4,0.48,2,155,3,0,1,0,support,low,,
c1958,0.76,0.83,6,293,6,0,1,0,support,low,,
c1959,0.4,0.57,2,151,3,0,1,0,support,low,,
c1960,0.37,0.48,2,160,3,0,1,0,support,low,,
